Condition Code,Condition Name,Code Category,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
93761005,Primary malignant neoplasm of colon,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$245,961","$245,961","$6,473",100.0%,38
283545005,Gunshot wound (disorder),Condition,Medicaid,Government,"$241,812","$241,812",$288,20.4%,839
48724000,Mitral valve regurgitation (disorder),Condition,Medicare,Government,"$241,698","$241,698",$518,13.3%,467
403190006,Epidermal burn of skin (disorder),Condition,Medicaid,Government,"$240,445","$240,445",$72,72.3%,"3,335"
609496007,Complication occuring during pregnancy,Condition,Humana,Commercial,"$228,671","$228,671","$1,475",14.2%,155
37849005,Congenital uterine anomaly,Condition,Aetna,Commercial,"$227,502","$227,502","$1,548",5.1%,147
239873007,Osteoarthritis of knee,Condition,Humana,Commercial,"$223,683","$223,683",$233,72.5%,958
93761005,Primary malignant neoplasm of colon,Condition,Blue Cross Blue Shield,Commercial,"$223,648","$223,648","$11,182",3.5%,20
239873007,Osteoarthritis of knee,Condition,Cigna Health,Commercial,"$223,131","$223,131",$238,65.6%,937
239873007,Osteoarthritis of knee,Condition,Anthem,Commercial,"$222,556","$222,556",$245,51.6%,908
95417003,Primary fibromyalgia syndrome,Condition,Dual Eligible,Government,"$221,342","$221,342",$105,28.4%,"2,109"
4557003,Preinfarction syndrome (disorder),Condition,Blue Cross Blue Shield,Commercial,"$219,324","$219,324","$2,410",20.4%,91
124171000119105,Chronic intractable migraine without aura,Condition,Dual Eligible,Government,"$214,255","$214,255",$65,32.3%,"3,304"
5602001,Opioid abuse (disorder),Condition,Humana,Commercial,"$213,095","$213,095",$448,57.4%,476
62106007,Concussion with no loss of consciousness,Condition,Cigna Health,Commercial,"$212,143","$212,143",$71,71.9%,"2,994"
37849005,Congenital uterine anomaly,Condition,Anthem,Commercial,"$211,515","$211,515","$1,420",5.6%,149
37849005,Congenital uterine anomaly,Condition,Cigna Health,Commercial,"$210,607","$210,607","$1,433",11.3%,147
37849005,Congenital uterine anomaly,Condition,Blue Cross Blue Shield,Commercial,"$210,496","$210,496","$1,548",12.5%,136
62106007,Concussion with no loss of consciousness,Condition,Aetna,Commercial,"$210,162","$210,162",$71,82.7%,"2,960"
239873007,Osteoarthritis of knee,Condition,Aetna,Commercial,"$208,252","$208,252",$236,75.8%,883
254632001,Small cell carcinoma of lung (disorder),Condition,Anthem,Commercial,"$206,110","$206,110","$10,306",10.2%,20
714628002,Prediabetes (finding),Condition,Dual Eligible,Government,"$202,500","$202,500",$833,1.8%,243
197927001,Recurrent urinary tract infection (disorder),Condition,Humana,Commercial,"$200,554","$200,554","$1,311",53.5%,153
254632001,Small cell carcinoma of lung (disorder),Condition,Cigna Health,Commercial,"$198,105","$198,105","$9,005",14.3%,22
230265002,Familial Alzheimer's disease of early onset (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$195,959","$195,959",$440,100.0%,445
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Condition,Medicaid,Government,"$195,258","$195,258",$352,8.7%,555
201834006,Localized  primary osteoarthritis of the hand,Condition,Medicaid,Government,"$194,728","$194,728",$209,33.5%,931
62106007,Concussion with no loss of consciousness,Condition,Anthem,Commercial,"$194,135","$194,135",$71,58.2%,"2,746"
11625007,Torus mandibularis (disorder),Condition,Medicare,Government,"$193,688","$193,688","$2,018",2.5%,96
62479008,Acquired immune deficiency syndrome (disorder),Condition,Dual Eligible,Government,"$192,928","$192,928","$1,770",0.1%,109
254632001,Small cell carcinoma of lung (disorder),Condition,Blue Cross Blue Shield,Commercial,"$187,625","$187,625","$8,528",12.1%,22
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Condition,Aetna,Commercial,"$184,807","$184,807",$504,78.5%,367
190905008,Cystic Fibrosis,Condition,Medicaid,Government,"$183,212","$183,212","$2,130",2.5%,86
283545005,Gunshot wound (disorder),Condition,Medicare,Government,"$180,508","$180,508",$295,11.9%,612
62106007,Concussion with no loss of consciousness,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$178,341","$178,341",$72,100.0%,"2,487"
197927001,Recurrent urinary tract infection (disorder),Condition,Aetna,Commercial,"$175,697","$175,697","$1,673",62.5%,105
37849005,Congenital uterine anomaly,Condition,UnitedHealthcare,Commercial,"$175,362","$175,362","$1,594",5.3%,110
197927001,Recurrent urinary tract infection (disorder),Condition,Cigna Health,Commercial,"$171,975","$171,975","$1,344",45.3%,128
62564004,Concussion with loss of consciousness,Condition,Medicaid,Government,"$170,938","$170,938",$72,77.2%,"2,369"
359817006,Closed fracture of hip,Condition,Medicare,Government,"$169,091","$169,091",$74,16.4%,"2,286"
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Condition,Cigna Health,Commercial,"$167,984","$167,984",$399,82.5%,421
230265002,Familial Alzheimer's disease of early onset (disorder),Condition,Anthem,Commercial,"$166,084","$166,084",$382,58.5%,435
403190006,Epidermal burn of skin (disorder),Condition,Medicare,Government,"$163,999","$163,999",$72,11.2%,"2,282"
239872002,Osteoarthritis of hip,Condition,Medicaid,Government,"$163,408","$163,408",$210,33.7%,778
403191005,Second degree burn,Condition,Medicaid,Government,"$162,449","$162,449",$72,72.3%,"2,261"
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),Condition,UnitedHealthcare,Commercial,"$161,817","$161,817",$625,52.4%,259
65966004,Fracture of forearm,Condition,Dual Eligible,Government,"$161,411","$161,411",$73,48.0%,"2,222"
267253006,Fetus with chromosomal abnormality,Condition,Dual Eligible,Government,"$160,630","$160,630","$1,560",2.2%,103
5602001,Opioid abuse (disorder),Condition,Aetna,Commercial,"$159,983","$159,983",$441,61.9%,363
62106007,Concussion with no loss of consciousness,Condition,Blue Cross Blue Shield,Commercial,"$156,913","$156,913",$73,73.1%,"2,158"
62106007,Concussion with no loss of consciousness,Condition,UnitedHealthcare,Commercial,"$156,098","$156,098",$73,56.8%,"2,152"
609496007,Complication occuring during pregnancy,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$155,702","$155,702","$1,512",100.0%,103
254632001,Small cell carcinoma of lung (disorder),Condition,Aetna,Commercial,"$155,016","$155,016","$9,119",2.0%,17
230265002,Familial Alzheimer's disease of early onset (disorder),Condition,Aetna,Commercial,"$152,619","$152,619",$325,72.5%,470
239873007,Osteoarthritis of knee,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$152,045","$152,045",$238,100.0%,640
33737001,Fracture of rib,Condition,Medicare,Government,"$148,854","$148,854",$72,14.6%,"2,061"
197927001,Recurrent urinary tract infection (disorder),Condition,Anthem,Commercial,"$148,037","$148,037","$1,334",27.8%,111
5602001,Opioid abuse (disorder),Condition,Cigna Health,Commercial,"$147,785","$147,785",$446,48.1%,331
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Condition,Humana,Commercial,"$146,294","$146,294",$434,85.6%,337
90560007,Gout,Condition,Dual Eligible,Government,"$144,124","$144,124",$231,15.1%,623
239873007,Osteoarthritis of knee,Condition,Blue Cross Blue Shield,Commercial,"$142,052","$142,052",$240,62.0%,592
11625007,Torus mandibularis (disorder),Condition,Medicaid,Government,"$141,822","$141,822","$1,866",2.6%,76
197927001,Recurrent urinary tract infection (disorder),Condition,UnitedHealthcare,Commercial,"$141,544","$141,544","$1,573",22.1%,90
128188000,Cerebral palsy (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$140,849","$140,849",$561,100.0%,251
230265002,Familial Alzheimer's disease of early onset (disorder),Condition,Humana,Commercial,"$140,690","$140,690",$323,73.9%,436
230265002,Familial Alzheimer's disease of early onset (disorder),Condition,Cigna Health,Commercial,"$138,184","$138,184",$323,73.4%,428
5602001,Opioid abuse (disorder),Condition,Medicare,Government,"$138,152","$138,152",$544,7.6%,254
609496007,Complication occuring during pregnancy,Condition,Cigna Health,Commercial,"$136,677","$136,677","$1,647",5.6%,83
367498001,Seasonal allergic rhinitis,Condition,Medicaid,Government,"$136,660","$136,660",$157,42.5%,869
37849005,Congenital uterine anomaly,Condition,Medicare,Government,"$136,350","$136,350","$1,377",1.5%,99
91861009,Acute myeloid leukemia  disease (disorder),Condition,Humana,Commercial,"$136,234","$136,234","$4,007",47.3%,34
33737001,Fracture of rib,Condition,Medicaid,Government,"$133,958","$133,958",$71,74.6%,"1,875"
197927001,Recurrent urinary tract infection (disorder),Condition,Medicare,Government,"$133,080","$133,080",$760,6.7%,175
201834006,Localized  primary osteoarthritis of the hand,Condition,Medicare,Government,"$130,878","$130,878",$233,20.7%,562
609496007,Complication occuring during pregnancy,Condition,Aetna,Commercial,"$129,302","$129,302","$1,679",6.0%,77
55680006,Drug overdose,Condition,Blue Cross Blue Shield,Commercial,"$124,676","$124,676",$129,63.9%,966
67787004,Tongue tie (disorder),Condition,Humana,Commercial,"$124,178","$124,178","$2,070",23.7%,60
67787004,Tongue tie (disorder),Condition,Dual Eligible,Government,"$123,900","$123,900","$1,877",1.9%,66
5602001,Opioid abuse (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$123,350","$123,350",$453,100.0%,272
90560007,Gout,Condition,Humana,Commercial,"$123,226","$123,226",$261,77.7%,472
239873007,Osteoarthritis of knee,Condition,UnitedHealthcare,Commercial,"$122,670","$122,670",$234,46.3%,524
5602001,Opioid abuse (disorder),Condition,Anthem,Commercial,"$121,537","$121,537",$433,27.2%,281
90560007,Gout,Condition,Aetna,Commercial,"$121,407","$121,407",$268,75.3%,453
609496007,Complication occuring during pregnancy,Condition,Anthem,Commercial,"$120,971","$120,971","$1,260",2.4%,96
48724000,Mitral valve regurgitation (disorder),Condition,Medicaid,Government,"$120,335","$120,335",$716,3.0%,168
408512008,Body mass index 40+ - severely obese (finding),Condition,Medicaid,Government,"$120,182","$120,182",$786,7.7%,153
449868002,Smokes tobacco daily,Condition,Medicare,Government,"$118,679","$118,679",$802,7.3%,148
90560007,Gout,Condition,Cigna Health,Commercial,"$118,260","$118,260",$271,68.9%,437
5602001,Opioid abuse (disorder),Condition,UnitedHealthcare,Commercial,"$117,086","$117,086",$466,24.6%,251
239872002,Osteoarthritis of hip,Condition,Medicare,Government,"$116,790","$116,790",$237,18.3%,492
58150001,Fracture of clavicle,Condition,Dual Eligible,Government,"$115,047","$115,047",$72,48.2%,"1,590"
609496007,Complication occuring during pregnancy,Condition,Blue Cross Blue Shield,Commercial,"$113,805","$113,805","$1,778",11.3%,64
403191005,Second degree burn,Condition,Medicare,Government,"$113,392","$113,392",$76,11.1%,"1,491"
62106007,Concussion with no loss of consciousness,Condition,Dual Eligible,Government,"$111,695","$111,695",$72,48.2%,"1,543"
5602001,Opioid abuse (disorder),Condition,Blue Cross Blue Shield,Commercial,"$111,643","$111,643",$481,42.7%,232
47505003,Posttraumatic stress disorder,Condition,Dual Eligible,Government,"$108,710","$108,710",$78,42.1%,"1,399"
16114001,Fracture of ankle,Condition,Dual Eligible,Government,"$107,948","$107,948",$73,47.7%,"1,473"
609496007,Complication occuring during pregnancy,Condition,UnitedHealthcare,Commercial,"$107,493","$107,493","$1,536",10.1%,70
67787004,Tongue tie (disorder),Condition,Cigna Health,Commercial,"$106,815","$106,815","$2,015",23.9%,53
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$106,756","$106,756",$357,100.0%,299
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Condition,UnitedHealthcare,Commercial,"$106,441","$106,441",$457,61.3%,233
283545005,Gunshot wound (disorder),Condition,Humana,Commercial,"$106,404","$106,404",$301,83.4%,353
90560007,Gout,Condition,Anthem,Commercial,"$105,922","$105,922",$275,51.6%,385
40275004,Contact dermatitis,Condition,Medicaid,Government,"$105,866","$105,866",$171,39.9%,618
55680006,Drug overdose,Condition,UnitedHealthcare,Commercial,"$104,268","$104,268",$127,46.3%,824
263102004,Fracture subluxation of wrist,Condition,Dual Eligible,Government,"$103,667","$103,667",$74,46.9%,"1,397"
65966004,Fracture of forearm,Condition,Humana,Commercial,"$103,494","$103,494",$72,72.2%,"1,447"
230265002,Familial Alzheimer's disease of early onset (disorder),Condition,UnitedHealthcare,Commercial,"$103,319","$103,319",$402,54.6%,257
67787004,Tongue tie (disorder),Condition,Anthem,Commercial,"$102,343","$102,343","$1,968",20.4%,52
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Condition,Cigna Health,Commercial,"$101,871","$101,871",$487,61.6%,209
67787004,Tongue tie (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$101,627","$101,627","$2,033",100.0%,50
233604007,Pneumonia (disorder),Condition,Medicaid,Government,"$100,853","$100,853","$1,019",4.3%,99
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Condition,Dual Eligible,Government,"$99,289","$99,289",$394,2.8%,252
67787004,Tongue tie (disorder),Condition,Aetna,Commercial,"$99,016","$99,016","$2,021",24.9%,49
609496007,Complication occuring during pregnancy,Condition,Medicare,Government,"$99,016","$99,016","$1,500",0.5%,66
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Condition,Anthem,Commercial,"$98,471","$98,471",$326,72.4%,302
58150001,Fracture of clavicle,Condition,Humana,Commercial,"$98,396","$98,396",$72,72.1%,"1,358"
283545005,Gunshot wound (disorder),Condition,Cigna Health,Commercial,"$97,629","$97,629",$285,69.7%,343
90560007,Gout,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$97,173","$97,173",$258,100.0%,376
403190006,Epidermal burn of skin (disorder),Condition,Humana,Commercial,"$96,327","$96,327",$72,28.1%,"1,340"
283545005,Gunshot wound (disorder),Condition,Aetna,Commercial,"$95,914","$95,914",$296,85.2%,324
425048006,Non-small cell carcinoma of lung  TNM stage 2 (disorder),Condition,UnitedHealthcare,Commercial,"$95,774","$95,774","$6,385",0.0%,15
230265002,Familial Alzheimer's disease of early onset (disorder),Condition,Blue Cross Blue Shield,Commercial,"$94,752","$94,752",$376,68.9%,252
239872002,Osteoarthritis of hip,Condition,Humana,Commercial,"$93,196","$93,196",$237,72.0%,393
201834006,Localized  primary osteoarthritis of the hand,Condition,Humana,Commercial,"$92,719","$92,719",$235,73.4%,394
62564004,Concussion with loss of consciousness,Condition,Medicare,Government,"$92,324","$92,324",$73,26.7%,"1,264"
201834006,Localized  primary osteoarthritis of the hand,Condition,Cigna Health,Commercial,"$91,829","$91,829",$242,67.2%,379
53827007,Excessive salivation (disorder),Condition,Medicare,Government,"$91,505","$91,505",$389,5.2%,235
16114001,Fracture of ankle,Condition,Humana,Commercial,"$88,572","$88,572",$72,70.4%,"1,229"
67787004,Tongue tie (disorder),Condition,Blue Cross Blue Shield,Commercial,"$86,916","$86,916","$2,120",24.7%,41
263102004,Fracture subluxation of wrist,Condition,Humana,Commercial,"$86,066","$86,066",$72,72.9%,"1,203"
239872002,Osteoarthritis of hip,Condition,Aetna,Commercial,"$85,966","$85,966",$243,74.5%,354
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Condition,Humana,Commercial,"$83,607","$83,607",$370,92.4%,226
90560007,Gout,Condition,Blue Cross Blue Shield,Commercial,"$83,581","$83,581",$275,64.5%,304
58150001,Fracture of clavicle,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$83,348","$83,348",$72,100.0%,"1,151"
190905008,Cystic Fibrosis,Condition,Blue Cross Blue Shield,Commercial,"$82,528","$82,528","$2,116",42.5%,39
58150001,Fracture of clavicle,Condition,Cigna Health,Commercial,"$81,565","$81,565",$70,65.4%,"1,163"
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Condition,Aetna,Commercial,"$81,160","$81,160",$353,90.4%,230
283545005,Gunshot wound (disorder),Condition,Blue Cross Blue Shield,Commercial,"$80,796","$80,796",$310,73.2%,261
201834006,Localized  primary osteoarthritis of the hand,Condition,Aetna,Commercial,"$80,741","$80,741",$235,70.9%,343
65966004,Fracture of forearm,Condition,Cigna Health,Commercial,"$80,618","$80,618",$70,66.3%,"1,154"
254632001,Small cell carcinoma of lung (disorder),Condition,UnitedHealthcare,Commercial,"$80,550","$80,550","$8,950",15.5%,9
65966004,Fracture of forearm,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$80,439","$80,439",$71,100.0%,"1,134"
239873007,Osteoarthritis of knee,Condition,Dual Eligible,Government,"$80,294","$80,294",$207,16.9%,388
197927001,Recurrent urinary tract infection (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$79,792","$79,792","$1,287",100.0%,62
201834006,Localized  primary osteoarthritis of the hand,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$79,744","$79,744",$248,100.0%,321
65966004,Fracture of forearm,Condition,Aetna,Commercial,"$79,350","$79,350",$70,75.3%,"1,130"
58150001,Fracture of clavicle,Condition,Aetna,Commercial,"$78,859","$78,859",$70,75.6%,"1,125"
24079001,Atopic dermatitis,Condition,Medicaid,Government,"$78,730","$78,730",$159,38.5%,495
5602001,Opioid abuse (disorder),Condition,Dual Eligible,Government,"$77,457","$77,457",$557,1.5%,139
47505003,Posttraumatic stress disorder,Condition,Medicaid,Government,"$77,430","$77,430",$83,57.9%,929
