Condition Code,Condition Name,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
232353008,Perennial allergic rhinitis with seasonal variation,Medicaid,Government,"$260,784","$260,784",$148,45.7%,"1,767"
37849005,Congenital uterine anomaly,NO_INSURANCE,Self-Pay / Uninsured,"$255,670","$255,670","$1,486",100.0%,172
408512008,Body mass index 40+ - severely obese (finding),Medicaid,Government,"$254,967","$254,967",$959,6.3%,266
55680006,Drug overdose,Humana,Commercial,"$252,314","$252,314",$128,69.7%,"1,967"
197927001,Recurrent urinary tract infection (disorder),Blue Cross Blue Shield,Commercial,"$250,751","$250,751","$1,313",43.7%,191
62479008,Acquired immune deficiency syndrome (disorder),Medicaid,Government,"$249,480","$249,480","$1,697",1.1%,147
90560007,Gout,Medicaid,Government,"$248,261","$248,261",$221,27.8%,"1,122"
93761005,Primary malignant neoplasm of colon,NO_INSURANCE,Self-Pay / Uninsured,"$245,961","$245,961","$6,473",100.0%,38
129721000119106,Acute renal failure on dialysis (disorder),Medicare,Government,"$242,660","$242,660","$60,665",15.4%,4
283545005,Gunshot wound (disorder),Medicaid,Government,"$241,812","$241,812",$288,20.4%,839
48724000,Mitral valve regurgitation (disorder),Medicare,Government,"$241,698","$241,698",$518,13.3%,467
403190006,Epidermal burn of skin (disorder),Medicaid,Government,"$240,445","$240,445",$72,72.3%,"3,335"
5602001,Opioid abuse (disorder),Humana,Commercial,"$234,273","$234,273",$444,59.4%,528
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),UnitedHealthcare,Commercial,"$229,381","$229,381",$521,59.4%,440
609496007,Complication occuring during pregnancy,Humana,Commercial,"$228,671","$228,671","$1,475",14.2%,155
37849005,Congenital uterine anomaly,Aetna,Commercial,"$227,502","$227,502","$1,548",5.1%,147
239873007,Osteoarthritis of knee,Humana,Commercial,"$223,683","$223,683",$233,72.5%,958
93761005,Primary malignant neoplasm of colon,Blue Cross Blue Shield,Commercial,"$223,648","$223,648","$11,182",3.5%,20
239873007,Osteoarthritis of knee,Cigna Health,Commercial,"$223,131","$223,131",$238,65.6%,937
239873007,Osteoarthritis of knee,Anthem,Commercial,"$222,556","$222,556",$245,51.6%,908
95417003,Primary fibromyalgia syndrome,Dual Eligible,Government,"$221,342","$221,342",$105,28.4%,"2,109"
4557003,Preinfarction syndrome (disorder),Blue Cross Blue Shield,Commercial,"$219,324","$219,324","$2,410",20.4%,91
124171000119105,Chronic intractable migraine without aura,Dual Eligible,Government,"$214,255","$214,255",$65,32.3%,"3,304"
62106007,Concussion with no loss of consciousness,Cigna Health,Commercial,"$212,143","$212,143",$71,71.9%,"2,994"
37849005,Congenital uterine anomaly,Anthem,Commercial,"$211,515","$211,515","$1,420",5.6%,149
37849005,Congenital uterine anomaly,Cigna Health,Commercial,"$210,607","$210,607","$1,433",11.3%,147
37849005,Congenital uterine anomaly,Blue Cross Blue Shield,Commercial,"$210,496","$210,496","$1,548",12.5%,136
62106007,Concussion with no loss of consciousness,Aetna,Commercial,"$210,162","$210,162",$71,82.7%,"2,960"
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$208,644","$208,644",$351,100.0%,594
239873007,Osteoarthritis of knee,Aetna,Commercial,"$208,252","$208,252",$236,75.8%,883
230265002,Familial Alzheimer's disease of early onset (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$206,119","$206,119",$447,100.0%,461
254632001,Small cell carcinoma of lung (disorder),Anthem,Commercial,"$206,110","$206,110","$10,306",10.2%,20
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Anthem,Commercial,"$200,082","$200,082",$362,69.8%,552
254632001,Small cell carcinoma of lung (disorder),Cigna Health,Commercial,"$198,105","$198,105","$9,005",14.3%,22
201834006,Localized  primary osteoarthritis of the hand,Medicaid,Government,"$194,728","$194,728",$209,33.5%,931
62106007,Concussion with no loss of consciousness,Anthem,Commercial,"$194,135","$194,135",$71,58.2%,"2,746"
11625007,Torus mandibularis (disorder),Medicare,Government,"$193,688","$193,688","$2,018",2.5%,96
62479008,Acquired immune deficiency syndrome (disorder),Dual Eligible,Government,"$192,928","$192,928","$1,770",0.1%,109
213150003,Kidney transplant failure and rejection (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$188,950","$188,950",$516,100.0%,366
254632001,Small cell carcinoma of lung (disorder),Blue Cross Blue Shield,Commercial,"$187,625","$187,625","$8,528",12.1%,22
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Dual Eligible,Government,"$187,188","$187,188",$419,2.5%,447
190905008,Cystic Fibrosis,Medicaid,Government,"$183,212","$183,212","$2,130",2.5%,86
213150003,Kidney transplant failure and rejection (disorder),Humana,Commercial,"$182,930","$182,930",$540,9.5%,339
283545005,Gunshot wound (disorder),Medicare,Government,"$180,508","$180,508",$295,11.9%,612
5602001,Opioid abuse (disorder),Medicare,Government,"$179,566","$179,566",$513,8.9%,350
62106007,Concussion with no loss of consciousness,NO_INSURANCE,Self-Pay / Uninsured,"$178,341","$178,341",$72,100.0%,"2,487"
449868002,Smokes tobacco daily,Medicare,Government,"$177,061","$177,061",$681,7.5%,260
37849005,Congenital uterine anomaly,UnitedHealthcare,Commercial,"$175,362","$175,362","$1,594",5.3%,110
230265002,Familial Alzheimer's disease of early onset (disorder),Anthem,Commercial,"$174,382","$174,382",$384,56.8%,454
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),UnitedHealthcare,Commercial,"$172,142","$172,142",$462,64.3%,373
62564004,Concussion with loss of consciousness,Medicaid,Government,"$170,938","$170,938",$72,77.2%,"2,369"
359817006,Closed fracture of hip,Medicare,Government,"$169,091","$169,091",$74,16.4%,"2,286"
5602001,Opioid abuse (disorder),Aetna,Commercial,"$164,600","$164,600",$437,61.7%,377
403190006,Epidermal burn of skin (disorder),Medicare,Government,"$163,999","$163,999",$72,11.2%,"2,282"
239872002,Osteoarthritis of hip,Medicaid,Government,"$163,408","$163,408",$210,33.7%,778
403191005,Second degree burn,Medicaid,Government,"$162,449","$162,449",$72,72.3%,"2,261"
65966004,Fracture of forearm,Dual Eligible,Government,"$161,411","$161,411",$73,48.0%,"2,222"
267253006,Fetus with chromosomal abnormality,Dual Eligible,Government,"$160,630","$160,630","$1,560",2.2%,103
5602001,Opioid abuse (disorder),Cigna Health,Commercial,"$160,115","$160,115",$451,50.4%,355
62106007,Concussion with no loss of consciousness,Blue Cross Blue Shield,Commercial,"$156,913","$156,913",$73,73.1%,"2,158"
62106007,Concussion with no loss of consciousness,UnitedHealthcare,Commercial,"$156,098","$156,098",$73,56.8%,"2,152"
609496007,Complication occuring during pregnancy,NO_INSURANCE,Self-Pay / Uninsured,"$155,702","$155,702","$1,512",100.0%,103
230265002,Familial Alzheimer's disease of early onset (disorder),Aetna,Commercial,"$155,045","$155,045",$323,71.4%,480
254632001,Small cell carcinoma of lung (disorder),Aetna,Commercial,"$155,016","$155,016","$9,119",2.0%,17
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Cigna Health,Commercial,"$154,492","$154,492",$415,68.4%,372
230265002,Familial Alzheimer's disease of early onset (disorder),Cigna Health,Commercial,"$153,526","$153,526",$343,70.8%,448
7200002,Alcoholism,Medicare,Government,"$152,954","$152,954",$475,10.6%,322
239873007,Osteoarthritis of knee,NO_INSURANCE,Self-Pay / Uninsured,"$152,045","$152,045",$238,100.0%,640
33737001,Fracture of rib,Medicare,Government,"$148,854","$148,854",$72,14.6%,"2,061"
230265002,Familial Alzheimer's disease of early onset (disorder),Humana,Commercial,"$146,743","$146,743",$322,72.0%,456
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Aetna,Commercial,"$145,002","$145,002",$351,89.6%,413
91861009,Acute myeloid leukemia  disease (disorder),Humana,Commercial,"$144,828","$144,828","$3,532",50.1%,41
408512008,Body mass index 40+ - severely obese (finding),Humana,Commercial,"$144,769","$144,769",$888,84.4%,163
90560007,Gout,Dual Eligible,Government,"$144,124","$144,124",$231,15.1%,623
239873007,Osteoarthritis of knee,Blue Cross Blue Shield,Commercial,"$142,052","$142,052",$240,62.0%,592
11625007,Torus mandibularis (disorder),Medicaid,Government,"$141,822","$141,822","$1,866",2.6%,76
128188000,Cerebral palsy (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$140,849","$140,849",$561,100.0%,251
278365007,Anticoagulant-induced bleeding (disorder),Medicare,Government,"$137,402","$137,402","$11,450",0.0%,12
609496007,Complication occuring during pregnancy,Cigna Health,Commercial,"$136,677","$136,677","$1,647",5.6%,83
367498001,Seasonal allergic rhinitis,Medicaid,Government,"$136,660","$136,660",$157,42.5%,869
37849005,Congenital uterine anomaly,Medicare,Government,"$136,350","$136,350","$1,377",1.5%,99
5602001,Opioid abuse (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$136,293","$136,293",$467,100.0%,292
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Humana,Commercial,"$135,500","$135,500",$354,91.3%,383
33737001,Fracture of rib,Medicaid,Government,"$133,958","$133,958",$71,74.6%,"1,875"
449868002,Smokes tobacco daily,Medicaid,Government,"$131,970","$131,970",$574,7.7%,230
5602001,Opioid abuse (disorder),Anthem,Commercial,"$131,607","$131,607",$429,28.1%,307
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Anthem,Commercial,"$131,075","$131,075",$383,69.3%,342
201834006,Localized  primary osteoarthritis of the hand,Medicare,Government,"$130,878","$130,878",$233,20.7%,562
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),Blue Cross Blue Shield,Commercial,"$130,356","$130,356",$323,88.4%,404
312157006,Infectious mediastinitis (disorder),Medicaid,Government,"$130,077","$130,077",$879,5.7%,148
213150003,Kidney transplant failure and rejection (disorder),Cigna Health,Commercial,"$129,798","$129,798",$525,5.7%,247
609496007,Complication occuring during pregnancy,Aetna,Commercial,"$129,302","$129,302","$1,679",6.0%,77
5602001,Opioid abuse (disorder),UnitedHealthcare,Commercial,"$127,486","$127,486",$470,28.2%,271
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Dual Eligible,Government,"$125,447","$125,447",$345,2.8%,364
312157006,Infectious mediastinitis (disorder),Dual Eligible,Government,"$124,960","$124,960",$874,4.0%,143
55680006,Drug overdose,Blue Cross Blue Shield,Commercial,"$124,676","$124,676",$129,63.9%,966
67787004,Tongue tie (disorder),Humana,Commercial,"$124,178","$124,178","$2,070",23.7%,60
67787004,Tongue tie (disorder),Dual Eligible,Government,"$123,900","$123,900","$1,877",1.9%,66
90560007,Gout,Humana,Commercial,"$123,226","$123,226",$261,77.7%,472
239873007,Osteoarthritis of knee,UnitedHealthcare,Commercial,"$122,670","$122,670",$234,46.3%,524
278365007,Anticoagulant-induced bleeding (disorder),Dual Eligible,Government,"$121,721","$121,721","$60,861",0.0%,2
90560007,Gout,Aetna,Commercial,"$121,407","$121,407",$268,75.3%,453
609496007,Complication occuring during pregnancy,Anthem,Commercial,"$120,971","$120,971","$1,260",2.4%,96
48724000,Mitral valve regurgitation (disorder),Medicaid,Government,"$120,335","$120,335",$716,3.0%,168
213150003,Kidney transplant failure and rejection (disorder),Aetna,Commercial,"$120,256","$120,256",$530,7.4%,227
90560007,Gout,Cigna Health,Commercial,"$118,260","$118,260",$271,68.9%,437
239872002,Osteoarthritis of hip,Medicare,Government,"$116,790","$116,790",$237,18.3%,492
5602001,Opioid abuse (disorder),Blue Cross Blue Shield,Commercial,"$116,170","$116,170",$478,44.0%,243
58150001,Fracture of clavicle,Dual Eligible,Government,"$115,047","$115,047",$72,48.2%,"1,590"
609496007,Complication occuring during pregnancy,Blue Cross Blue Shield,Commercial,"$113,805","$113,805","$1,778",11.3%,64
403191005,Second degree burn,Medicare,Government,"$113,392","$113,392",$76,11.1%,"1,491"
62106007,Concussion with no loss of consciousness,Dual Eligible,Government,"$111,695","$111,695",$72,48.2%,"1,543"
47505003,Posttraumatic stress disorder,Dual Eligible,Government,"$108,710","$108,710",$78,42.1%,"1,399"
16114001,Fracture of ankle,Dual Eligible,Government,"$107,948","$107,948",$73,47.7%,"1,473"
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$107,862","$107,862",$324,100.0%,333
609496007,Complication occuring during pregnancy,UnitedHealthcare,Commercial,"$107,493","$107,493","$1,536",10.1%,70
197927001,Recurrent urinary tract infection (disorder),Dual Eligible,Government,"$106,957","$106,957",$899,2.8%,119
67787004,Tongue tie (disorder),Cigna Health,Commercial,"$106,815","$106,815","$2,015",23.9%,53
283545005,Gunshot wound (disorder),Humana,Commercial,"$106,404","$106,404",$301,83.4%,353
90560007,Gout,Anthem,Commercial,"$105,922","$105,922",$275,51.6%,385
40275004,Contact dermatitis,Medicaid,Government,"$105,866","$105,866",$171,39.9%,618
213150003,Kidney transplant failure and rejection (disorder),Anthem,Commercial,"$104,532","$104,532",$528,7.6%,198
55680006,Drug overdose,UnitedHealthcare,Commercial,"$104,268","$104,268",$127,46.3%,824
263102004,Fracture subluxation of wrist,Dual Eligible,Government,"$103,667","$103,667",$74,46.9%,"1,397"
65966004,Fracture of forearm,Humana,Commercial,"$103,494","$103,494",$72,72.2%,"1,447"
230265002,Familial Alzheimer's disease of early onset (disorder),UnitedHealthcare,Commercial,"$103,378","$103,378",$398,54.7%,260
67787004,Tongue tie (disorder),Anthem,Commercial,"$102,343","$102,343","$1,968",20.4%,52
67787004,Tongue tie (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$101,627","$101,627","$2,033",100.0%,50
233604007,Pneumonia (disorder),Medicaid,Government,"$100,853","$100,853","$1,019",4.3%,99
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Medicaid,Government,"$99,302","$99,302",$376,8.3%,264
67787004,Tongue tie (disorder),Aetna,Commercial,"$99,016","$99,016","$2,021",24.9%,49
609496007,Complication occuring during pregnancy,Medicare,Government,"$99,016","$99,016","$1,500",0.5%,66
91861009,Acute myeloid leukemia  disease (disorder),Medicaid,Government,"$98,575","$98,575",$770,2.7%,128
58150001,Fracture of clavicle,Humana,Commercial,"$98,396","$98,396",$72,72.1%,"1,358"
283545005,Gunshot wound (disorder),Cigna Health,Commercial,"$97,629","$97,629",$285,69.7%,343
90560007,Gout,NO_INSURANCE,Self-Pay / Uninsured,"$97,173","$97,173",$258,100.0%,376
403190006,Epidermal burn of skin (disorder),Humana,Commercial,"$96,327","$96,327",$72,28.1%,"1,340"
230265002,Familial Alzheimer's disease of early onset (disorder),Blue Cross Blue Shield,Commercial,"$96,062","$96,062",$374,68.0%,257
283545005,Gunshot wound (disorder),Aetna,Commercial,"$95,914","$95,914",$296,85.2%,324
425048006,Non-small cell carcinoma of lung  TNM stage 2 (disorder),UnitedHealthcare,Commercial,"$95,774","$95,774","$6,385",0.0%,15
408512008,Body mass index 40+ - severely obese (finding),Cigna Health,Commercial,"$95,582","$95,582",$803,93.3%,119
408512008,Body mass index 40+ - severely obese (finding),Aetna,Commercial,"$93,875","$93,875",$809,94.5%,116
239872002,Osteoarthritis of hip,Humana,Commercial,"$93,196","$93,196",$237,72.0%,393
201834006,Localized  primary osteoarthritis of the hand,Humana,Commercial,"$92,719","$92,719",$235,73.4%,394
62564004,Concussion with loss of consciousness,Medicare,Government,"$92,324","$92,324",$73,26.7%,"1,264"
201834006,Localized  primary osteoarthritis of the hand,Cigna Health,Commercial,"$91,829","$91,829",$242,67.2%,379
53827007,Excessive salivation (disorder),Medicare,Government,"$91,505","$91,505",$389,5.2%,235
213150003,Kidney transplant failure and rejection (disorder),Blue Cross Blue Shield,Commercial,"$91,227","$91,227",$540,11.5%,169
16114001,Fracture of ankle,Humana,Commercial,"$88,572","$88,572",$72,70.4%,"1,229"
5602001,Opioid abuse (disorder),Dual Eligible,Government,"$88,422","$88,422",$529,1.7%,167
67787004,Tongue tie (disorder),Blue Cross Blue Shield,Commercial,"$86,916","$86,916","$2,120",24.7%,41
263102004,Fracture subluxation of wrist,Humana,Commercial,"$86,066","$86,066",$72,72.9%,"1,203"
275408006,Postoperative renal failure (disorder),Dual Eligible,Government,"$86,066","$86,066","$43,033",0.1%,2
239872002,Osteoarthritis of hip,Aetna,Commercial,"$85,966","$85,966",$243,74.5%,354
90560007,Gout,Blue Cross Blue Shield,Commercial,"$83,581","$83,581",$275,64.5%,304
58150001,Fracture of clavicle,NO_INSURANCE,Self-Pay / Uninsured,"$83,348","$83,348",$72,100.0%,"1,151"
190905008,Cystic Fibrosis,Blue Cross Blue Shield,Commercial,"$82,528","$82,528","$2,116",42.5%,39
58150001,Fracture of clavicle,Cigna Health,Commercial,"$81,565","$81,565",$70,65.4%,"1,163"
283545005,Gunshot wound (disorder),Blue Cross Blue Shield,Commercial,"$80,796","$80,796",$310,73.2%,261
201834006,Localized  primary osteoarthritis of the hand,Aetna,Commercial,"$80,741","$80,741",$235,70.9%,343
65966004,Fracture of forearm,Cigna Health,Commercial,"$80,618","$80,618",$70,66.3%,"1,154"
254632001,Small cell carcinoma of lung (disorder),UnitedHealthcare,Commercial,"$80,550","$80,550","$8,950",15.5%,9
65966004,Fracture of forearm,NO_INSURANCE,Self-Pay / Uninsured,"$80,439","$80,439",$71,100.0%,"1,134"
239873007,Osteoarthritis of knee,Dual Eligible,Government,"$80,294","$80,294",$207,16.9%,388
201834006,Localized  primary osteoarthritis of the hand,NO_INSURANCE,Self-Pay / Uninsured,"$79,744","$79,744",$248,100.0%,321
65966004,Fracture of forearm,Aetna,Commercial,"$79,350","$79,350",$70,75.3%,"1,130"
58150001,Fracture of clavicle,Aetna,Commercial,"$78,859","$78,859",$70,75.6%,"1,125"
