Procedure Code,Procedure Name,Payer Name,Payer Type,Total Billed,Total Paid,Gap: Billed Minus Paid,Gap as % of Billed,Number of Claims
197511,(no description on file),Aetna,Commercial,"$224,647","$224,647",$0,0.0%,866
1732136,(no description on file),Medicare,Government,$581,$581,$0,0.0%,407
309097,(no description on file),Humana,Commercial,"$1,326,102","$1,326,102",$0,0.0%,"1,804"
313988,(no description on file),Humana,Commercial,"$1,825","$1,825",$0,0.0%,810
170838006,Allergic disorder follow-up assessment,Blue Cross Blue Shield,Commercial,"$96,647","$96,647",$0,0.0%,812
1997015,(no description on file),Cigna Health,Commercial,"$33,701","$33,701",$0,0.0%,130
749196,(no description on file),Dual Eligible,Government,"$150,091","$150,091",$0,0.0%,659
16335031000119103,High resolution computed tomography of chest without contrast (procedure),Humana,Commercial,"$529,019","$529,019",$0,0.0%,593
65546002,Extraction of wisdom tooth,Medicare,Government,"$23,915,809","$23,915,809",$0,0.0%,"2,157"
252482003,Stair-climbing test (procedure),Anthem,Commercial,"$518,627","$518,627",$0,0.0%,"1,068"
305351004,Admission to intensive care unit (procedure),UnitedHealthcare,Commercial,"$10,886,929","$10,886,929",$0,0.0%,383
8290005,Induced cardioplegia (procedure),Blue Cross Blue Shield,Commercial,"$246,399","$246,399",$0,0.0%,488
108219001,Physician visit with evaluation AND/OR management service (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$2,359","$2,359",$0,0.0%,20
429609002,Lung volume reduction surgery (procedure),Cigna Health,Commercial,"$298,860","$298,860",$0,0.0%,9
896019,(no description on file),Medicaid,Government,"$12,716","$12,716",$0,0.0%,50
433112001,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),Dual Eligible,Government,"$6,528,370","$6,528,370",$0,0.0%,356
979492,(no description on file),Cigna Health,Commercial,"$64,383","$64,383",$0,0.0%,251
608139,(no description on file),Humana,Commercial,"$17,694","$17,694",$0,0.0%,150
710839006,Assessment of cardiac status using monitoring device (procedure),UnitedHealthcare,Commercial,"$167,999","$167,999",$0,0.0%,339
305411003,Admission to thoracic surgery department,Dual Eligible,Government,"$50,143","$50,143",$0,0.0%,406
1659263,(no description on file),Blue Cross Blue Shield,Commercial,"$1,567","$1,567",$0,0.0%,980
171121004,Human immunodeficiency virus screening (procedure),Blue Cross Blue Shield,Commercial,"$15,389","$15,389",$0,0.0%,31
444260001,20 Gene mutation test,Blue Cross Blue Shield,Commercial,"$2,336","$2,336",$0,0.0%,5
234687006,Grafting of periodontal bone defect (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$305,421","$305,421",$0,0.0%,620
183450002,Admission to burn unit,Cigna Health,Commercial,"$39,199","$39,199",$0,0.0%,82
305433001,Admission to trauma surgery department,Cigna Health,Commercial,"$52,743","$52,743",$0,0.0%,109
1734919,(no description on file),Blue Cross Blue Shield,Commercial,"$42,522","$42,522",$0,0.0%,84
305433001,Admission to trauma surgery department,Humana,Commercial,"$57,143","$57,143",$0,0.0%,113
773996000,Transcatheter aortic valve implantation (procedure),Medicare,Government,"$121,274","$121,274",$0,0.0%,226
200619008,Comprehensive interview and evaluation (procedure),Medicaid,Government,"$118,208","$118,208",$0,0.0%,261
238100,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$29,$29,$0,0.0%,32
198014,(no description on file),UnitedHealthcare,Commercial,"$30,795","$30,795",$0,0.0%,141
745791,(no description on file),Blue Cross Blue Shield,Commercial,"$3,332","$3,332",$0,0.0%,14
396487001,Sentinel lymph node biopsy (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$591,765","$591,765",$0,0.0%,48
617310,(no description on file),Blue Cross Blue Shield,Commercial,"$10,786","$10,786",$0,0.0%,41
371361000119107,Comprehensive metabolic panel (procedure),UnitedHealthcare,Commercial,"$43,781","$43,781",$0,0.0%,86
200033,(no description on file),UnitedHealthcare,Commercial,"$44,489","$44,489",$0,0.0%,177
752899,(no description on file),UnitedHealthcare,Commercial,"$42,264","$42,264",$0,0.0%,64
2119714,(no description on file),Anthem,Commercial,"$25,185","$25,185",$0,0.0%,27
866427,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$11,608","$11,608",$0,0.0%,47
1656356,(no description on file),Aetna,Commercial,"$6,836","$6,836",$0,0.0%,27
200032,(no description on file),Cigna Health,Commercial,"$4,013","$4,013",$0,0.0%,14
197885,(no description on file),Cigna Health,Commercial,"$5,439","$5,439",$0,0.0%,23
898719,(no description on file),Medicaid,Government,"$2,171","$2,171",$0,0.0%,9
434363004,Human epidermal growth factor receptor 2 gene detection by fluorescence in situ hybridization (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$456,156","$456,156",$0,0.0%,240
1999667,(no description on file),Cigna Health,Commercial,"$51,238","$51,238",$0,0.0%,204
617320,(no description on file),Cigna Health,Commercial,"$1,561","$1,561",$0,0.0%,6
858813,(no description on file),Medicare,Government,"$3,946","$3,946",$0,0.0%,15
1437975,(no description on file),Anthem,Commercial,$921,$921,$0,0.0%,4
597195,(no description on file),Humana,Commercial,$16,$16,$0,0.0%,18
672149,(no description on file),Aetna,Commercial,$213,$213,$0,0.0%,3
725351001,Transcatheter aortic valve replacement (procedure),Humana,Commercial,"$4,011","$4,011",$0,0.0%,8
67799006,Diagnosis of cystic fibrosis using sweat test and gene test,Blue Cross Blue Shield,Commercial,$623,$623,$0,0.0%,5
48387007,Incision of trachea (procedure),Dual Eligible,Government,"$3,411","$3,411",$0,0.0%,6
304532001,Treatment failure risk education (procedure),UnitedHealthcare,Commercial,$948,$948,$0,0.0%,2
183801001,Inpatient stay 3 days,Dual Eligible,Government,$768,$768,$0,0.0%,6
312421008,Radionuclide Imaging,Cigna Health,Commercial,$904,$904,$0,0.0%,2
198334,(no description on file),Anthem,Commercial,"$1,265","$1,265",$0,0.0%,6
617320,(no description on file),UnitedHealthcare,Commercial,$784,$784,$0,0.0%,3
979494,(no description on file),Medicare,Government,$366,$366,$0,0.0%,1
898350,(no description on file),Dual Eligible,Government,$130,$130,$0,0.0%,1
1940648,(no description on file),Blue Cross Blue Shield,Commercial,$99,$99,$0,0.0%,1
428211000124100,Assessment of substance use (procedure),Aetna,Commercial,"$1,321,178","$1,321,178",$0,0.0%,"283,581"
1664463,(no description on file),Medicare,Government,"$83,364,490","$83,364,490",$0,0.0%,"328,195"
108515,(no description on file),Medicaid,Government,"$4,418,174","$4,418,174",$0,0.0%,"19,548"
274788003,Examination of gingivae (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$111,371,763","$111,371,763",$0,0.0%,"228,707"
424441002,Prenatal initial visit,Medicaid,Government,"$9,769,004","$9,769,004",$0,0.0%,"81,250"
1723208,(no description on file),Medicaid,Government,"$1,756","$1,756",$0,0.0%,699
308283009,Discharge from hospital (procedure),Dual Eligible,Government,"$1,755,022","$1,755,022",$0,0.0%,"3,752"
713106006,Screening for drug abuse (procedure),Aetna,Commercial,"$10,496","$10,496",$0,0.0%,"129,168"
103750000,Sleep apnea assessment (procedure),Dual Eligible,Government,"$44,850,032","$44,850,032",$0,0.0%,"99,304"
315639002,Initial patient assessment (procedure),Cigna Health,Commercial,"$2,847,682","$2,847,682",$0,0.0%,"5,858"
31676001,Human immunodeficiency virus antigen test,Humana,Commercial,"$48,098,227","$48,098,227",$0,0.0%,"24,148"
309362,(no description on file),Blue Cross Blue Shield,Commercial,"$1,333,853","$1,333,853",$0,0.0%,"1,673"
748962,(no description on file),Cigna Health,Commercial,"$4,000,895","$4,000,895",$0,0.0%,"4,422"
859088,(no description on file),Humana,Commercial,"$2,458,220","$2,458,220",$0,0.0%,"9,558"
11466000,Cesarean section,Humana,Commercial,"$24,603,780","$24,603,780",$0,0.0%,"2,930"
270427003,Patient-initiated encounter,Dual Eligible,Government,"$74,136","$74,136",$0,0.0%,"1,027"
807283,(no description on file),Humana,Commercial,"$55,261","$55,261",$0,0.0%,"2,582"
1665060,(no description on file),Aetna,Commercial,"$324,311","$324,311",$0,0.0%,"1,257"
208,(no description on file),Medicaid,Government,"$28,838,392","$28,838,392",$0,0.0%,"212,025"
34043003,Dental consultation and report (procedure),Blue Cross Blue Shield,Commercial,"$90,362,494","$90,362,494",$0,0.0%,"179,597"
1049504,(no description on file),Aetna,Commercial,"$4,061,946","$4,061,946",$0,0.0%,"15,727"
182813001,Emergency treatment (procedure),Medicare,Government,"$509,910","$509,910",$0,0.0%,"4,290"
351109,(no description on file),Aetna,Commercial,"$3,218,129","$3,218,129",$0,0.0%,"12,532"
310965,(no description on file),Medicare,Government,"$4,946,653","$4,946,653",$0,0.0%,"20,462"
90226004,Cytopathology procedure  preparation of smear  genital source,Dual Eligible,Government,"$22,802,569","$22,802,569",$0,0.0%,"12,846"
711446003,Transplantation of kidney regime (regime/therapy),Aetna,Commercial,"$3,771,891","$3,771,891",$0,0.0%,"4,659"
1664463,(no description on file),Blue Cross Blue Shield,Commercial,"$1,812,260","$1,812,260",$0,0.0%,"7,079"
1665060,(no description on file),Dual Eligible,Government,"$593,544","$593,544",$0,0.0%,"2,610"
834061,(no description on file),Medicare,Government,"$345,589","$345,589",$0,0.0%,"1,615"
714812005,Induced termination of pregnancy,Aetna,Commercial,"$42,328,550","$42,328,550",$0,0.0%,"4,939"
449214001,Transfer to stepdown unit (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$279,715","$279,715",$0,0.0%,411
33195004,External beam radiation therapy procedure (procedure),Anthem,Commercial,"$1,808,676","$1,808,676",$0,0.0%,"1,908"
762993000,Assessment using Morse Fall Scale (procedure),Humana,Commercial,"$288,234","$288,234",$0,0.0%,"4,751"
665078,(no description on file),Blue Cross Blue Shield,Commercial,"$100,560","$100,560",$0,0.0%,420
390791001,Referral for echocardiography (procedure),UnitedHealthcare,Commercial,"$385,934","$385,934",$0,0.0%,767
834102,(no description on file),UnitedHealthcare,Commercial,"$464,583","$464,583",$0,0.0%,"2,044"
85548006,Episiotomy,Blue Cross Blue Shield,Commercial,"$17,268,263","$17,268,263",$0,0.0%,"3,208"
305428000,Admission to orthopedic department,Dual Eligible,Government,"$1,109,290","$1,109,290",$0,0.0%,"2,439"
748962,(no description on file),Aetna,Commercial,"$3,915,456","$3,915,456",$0,0.0%,"4,313"
284053004,Tooth socket procedure (procedure),Blue Cross Blue Shield,Commercial,"$545,013","$545,013",$0,0.0%,"1,089"
275833003,AFP test - antenatal,UnitedHealthcare,Commercial,"$22,280,027","$22,280,027",$0,0.0%,"11,385"
616830,(no description on file),UnitedHealthcare,Commercial,"$574,466","$574,466",$0,0.0%,"2,213"
1648755,(no description on file),Cigna Health,Commercial,"$503,901","$503,901",$0,0.0%,"1,921"
308283009,Discharge from hospital (procedure),Anthem,Commercial,"$1,309,503","$1,309,503",$0,0.0%,"2,575"
40701008,Echocardiography (procedure),UnitedHealthcare,Commercial,"$909,386","$909,386",$0,0.0%,978
1998774,(no description on file),Humana,Commercial,"$349,531","$349,531",$0,0.0%,"1,329"
14736009,History and physical examination with evaluation and management of patient (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$953,156","$953,156",$0,0.0%,"1,947"
312384001,Multidisciplinary assessment (procedure),Dual Eligible,Government,"$211,593","$211,593",$0,0.0%,466
392247006,Insertion of catheter into artery (procedure),Aetna,Commercial,"$597,855","$597,855",$0,0.0%,"1,246"
703423002,Combined chemotherapy and radiation therapy (procedure),Anthem,Commercial,"$53,646,755","$53,646,755",$0,0.0%,"1,795"
384700001,Injection of tetanus antitoxin,Dual Eligible,Government,"$2,329,951","$2,329,951",$0,0.0%,"1,010"
744842,(no description on file),Medicare,Government,"$271,975","$271,975",$0,0.0%,"1,077"
313660005,Absolute CD4 count procedure (procedure),Aetna,Commercial,"$888,005","$888,005",$0,0.0%,"1,808"
433114000,Human epidermal growth factor receptor 2 gene detection by immunohistochemistry (procedure),Medicaid,Government,"$159,355","$159,355",$0,0.0%,741
746763,(no description on file),Medicaid,Government,"$200,254","$200,254",$0,0.0%,873
312617,(no description on file),Medicare,Government,"$6,599","$6,599",$0,0.0%,880
1807510,(no description on file),Anthem,Commercial,"$148,383","$148,383",$0,0.0%,560
268400002,12 lead electrocardiogram (procedure),Medicaid,Government,"$42,008","$42,008",$0,0.0%,67
1306292,(no description on file),Anthem,Commercial,"$86,591","$86,591",$0,0.0%,331
542347,(no description on file),UnitedHealthcare,Commercial,$83,$83,$0,0.0%,484
76464004,Hospital admission  for observation (procedure),Aetna,Commercial,"$15,377","$15,377",$0,0.0%,127
309309,(no description on file),Blue Cross Blue Shield,Commercial,"$183,404","$183,404",$0,0.0%,715
197454,(no description on file),Dual Eligible,Government,"$132,236","$132,236",$0,0.0%,582
1665021,(no description on file),Dual Eligible,Government,"$2,286","$2,286",$0,0.0%,11
200243,(no description on file),Anthem,Commercial,$73,$73,$0,0.0%,161
433112001,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),Aetna,Commercial,"$2,717,830","$2,717,830",$0,0.0%,128
24832002,Closed reduction of mandibular fracture (procedure),UnitedHealthcare,Commercial,"$74,279","$74,279",$0,0.0%,148
897122,(no description on file),Medicaid,Government,"$6,249,467","$6,249,467",$0,0.0%,382
80146002,Appendectomy,Humana,Commercial,"$7,431,891","$7,431,891",$0,0.0%,613
200243,(no description on file),Medicaid,Government,$191,$191,$0,0.0%,484
445988008,Assessment using health assessment questionnaire (procedure),UnitedHealthcare,Commercial,"$16,978","$16,978",$0,0.0%,35
1940648,(no description on file),Medicare,Government,"$1,880","$1,880",$0,0.0%,21
54550000,Electroencephalogram (procedure),Anthem,Commercial,"$2,945,480","$2,945,480",$0,0.0%,324
1999667,(no description on file),Dual Eligible,Government,"$40,453","$40,453",$0,0.0%,168
1665021,(no description on file),Cigna Health,Commercial,"$5,625","$5,625",$0,0.0%,21
306206005,Referral to service (procedure),Anthem,Commercial,"$191,675","$191,675",$0,0.0%,400
617310,(no description on file),Anthem,Commercial,"$18,842","$18,842",$0,0.0%,72
596926,(no description on file),Dual Eligible,Government,"$5,864","$5,864",$0,0.0%,278
749196,(no description on file),Blue Cross Blue Shield,Commercial,"$30,809","$30,809",$0,0.0%,115
198031,(no description on file),Blue Cross Blue Shield,Commercial,"$2,431","$2,431",$0,0.0%,35
252480006,Simple walk test (procedure),UnitedHealthcare,Commercial,"$16,978","$16,978",$0,0.0%,35
1735006,(no description on file),UnitedHealthcare,Commercial,$60,$60,$0,0.0%,130
449214001,Transfer to stepdown unit (procedure),Dual Eligible,Government,"$112,516","$112,516",$0,0.0%,197
410299006,Lab findings education  guidance  and counseling (procedure),Medicare,Government,"$67,992","$67,992",$0,0.0%,136
197904,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$4,635","$4,635",$0,0.0%,17
171121004,Human immunodeficiency virus screening (procedure),UnitedHealthcare,Commercial,"$12,259","$12,259",$0,0.0%,25
866427,(no description on file),Aetna,Commercial,"$12,001","$12,001",$0,0.0%,49
3457005,Patient referral (procedure),Medicaid,Government,"$71,717","$71,717",$0,0.0%,155
717778001,Mouth care (regime/therapy),Medicaid,Government,"$16,122","$16,122",$0,0.0%,35
88039007,Transplant of lung (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$3,273,907","$3,273,907",$0,0.0%,22
418891003,Computed tomography of chest and abdomen,Blue Cross Blue Shield,Commercial,"$684,358","$684,358",$0,0.0%,65
241615005,Magnetic resonance imaging of breast (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$45,915","$45,915",$0,0.0%,39
1747691,(no description on file),Aetna,Commercial,"$15,936","$15,936",$0,0.0%,56
384682003,Multidisciplinary care conference (procedure),Cigna Health,Commercial,"$4,078","$4,078",$0,0.0%,9
904467,(no description on file),UnitedHealthcare,Commercial,"$2,189","$2,189",$0,0.0%,8
384682003,Multidisciplinary care conference (procedure),UnitedHealthcare,Commercial,"$3,402","$3,402",$0,0.0%,7
312615,(no description on file),Anthem,Commercial,$258,$258,$0,0.0%,14
91602002,Thoracentesis (procedure),Humana,Commercial,"$494,010","$494,010",$0,0.0%,33
746815,(no description on file),UnitedHealthcare,Commercial,"$9,921","$9,921",$0,0.0%,39
261962,(no description on file),Aetna,Commercial,"$2,378","$2,378",$0,0.0%,10
993452,(no description on file),Cigna Health,Commercial,"$3,808","$3,808",$0,0.0%,4
1599803,(no description on file),Anthem,Commercial,"$9,379","$9,379",$0,0.0%,12
116863004,Transfusion of red blood cells (procedure),Aetna,Commercial,"$8,665","$8,665",$0,0.0%,18
349199,(no description on file),Humana,Commercial,"$1,474","$1,474",$0,0.0%,5
74857009,Hospital admission  short-term  24 hours,Dual Eligible,Government,"$16,917","$16,917",$0,0.0%,7
